Transect,PlotC,PlotR,PlotCGraph,PlotR1,Depth,Depth Segment,Sample ID1,Sample ID2,Bag Wt,WetWtWBag,WetWt,DryWtWBag,DryWt,Seg.Vol.cm3,Core.Area.cm2,Moisture.perc,BD.g.cm3,Crucible.ID,Crucible.Wt,PreWt,Post.Wt wC,PostWt,OM.perc,Tcperc,TOCperc,TICperc,TOC.g.cm3,TC.seg,TOC.seg,TCkg.seg,TOCkg.seg,TCkg/m2,TOC/kg/m2,Sample ID1
CJ1,-8,-8,-8,-8,0-15,A,CJ1.-8,CJ1.-8.A,2.75,202.45,199.7,145.1,142.35,277.5,18.5,28.71807712,1.538918919,C71,13.606,1.997,15.551,1.945,2.603905859,0.606,0.367,0.239,0.564783243,2.587923,1.5672735,0.002587923,0.001567274,1.398877192,0.847174801,CJ1.-8
CJ1,-8,-8,-8,-8,15-30,B,CJ1.-8,CJ1.-8.B,2.71,231.86,229.15,165.09,162.38,277.5,18.5,29.13811914,1.755459459,C16,14.002,1.999,15.935,1.933,3.301650825,0.781,0.717,0.064,1.258664432,3.8045634,3.4927938,0.003804563,0.003492794,2.056520603,1.887996507,CJ1.-8
CJ1,-8,-8,-8,-8,30-50,C,CJ1.-8,CJ1.-8.C,2.74,210.76,208.02,147.97,145.23,370,18.5,30.18459763,1.570054054,,,,,,,3.131,2.105,1.026,3.304963784,18.1886052,12.228366,0.018188605,0.012228366,9.831677749,6.609927072,CJ1.-8
CJ1,-8,-8,-8,-8,50-100,D,CJ1.-8,CJ1.-8.D,2.72,152.67,149.95,88.1,85.38,925,18.5,43.06102034,0.923027027,,,,,,,2.403,2.359,0.044,2.177420757,20.516814,20.141142,0.020516814,0.020141142,11.0901689,10.88710297,CJ1.-8
CJ1,-4,-4,-4,-4,0-15,A,CJ1.-4,CJ1.-4.A,2.67,209.41,206.74,155.03,152.36,277.5,18.5,26.3035697,1.647135135,C17,15.528,1.998,17.487,1.959,1.951951952,0.672,0.282,0.39,0.464492108,3.0715776,1.2889656,0.003071578,0.001288966,1.660312092,0.69673811,CJ1.-4
CJ1,-4,-4,-4,-4,15-30,B,CJ1.-4,CJ1.-4.B,2.68,215.89,213.21,159.1,156.42,277.5,18.5,26.63571127,1.691027027,C12,14.879,2.004,16.845,1.966,1.896207585,1.063,0.514,0.549,0.869187892,4.9882338,2.4119964,0.004988234,0.002411996,2.696342392,1.30378174,CJ1.-4
CJ1,-4,-4,-4,-4,30-50,C,CJ1.-4,CJ1.-4.C,2.7,237.56,234.86,162.27,159.57,370,18.5,32.0573959,1.725081081,,,,,,,1.557,0.409,1.148,0.705558162,9.9380196,2.6105652,0.00993802,0.002610565,5.371902084,1.411116218,CJ1.-4
CJ1,-4,-4,-4,-4,50-100,D,CJ1.-4,CJ1.-4.D,2.77,148.9,146.13,80.77,78,925,18.5,46.62287005,0.843243243,,,,,,,2.636,2.31,0.326,1.947891891,20.5608,18.018,0.0205608,0.018018,11.11394511,9.739458729,CJ1.-4
CJ1,-2,-2,-2,-2,0-15,A,CJ1.-2,CJ1.-2.A,2.71,195.95,193.24,141.64,138.93,277.5,18.5,28.10494722,1.501945946,C27,14.323,1.999,16.273,1.95,2.451225613,0.415,0.566,-0.151,0.850101405,1.7296785,2.3590314,0.001729679,0.002359031,0.934961281,1.275152012,CJ1.-2
CJ1,-2,-2,-2,-2,15-30,B,CJ1.-2,CJ1.-2.B,2.8,225.65,222.85,163.86,161.06,277.5,18.5,27.72717074,1.741189189,C139,14.874,2.001,16.83,1.956,2.248875562,0.403,0.224,0.179,0.390026378,1.9472154,1.0823232,0.001947215,0.001082323,1.052548786,0.585039524,CJ1.-2
CJ1,-2,-2,-2,-2,30-50,C,CJ1.-2,CJ1.-2.C,2.71,209.37,206.66,140.01,137.3,370,18.5,33.56237298,1.484324324,,,,,,,2.145,0.255,1.89,0.378502703,11.78034,1.40046,0.01178034,0.00140046,6.367750874,0.757005349,CJ1.-2
CJ1,-2,-2,-2,-2,50-100,D,CJ1.-2,CJ1.-2.D,2.81,131.12,128.31,72.8,69.99,925,18.5,45.45241992,0.756648649,,,,,,,3.046,2.52,0.526,1.906754595,21.318954,17.63748,0.021318954,0.01763748,11.52375805,9.533772258,CJ1.-2
CJ1,-1,-1,-1,-1,0-15,A,CJ1.-1,CJ1.-1.A,2.79,,,,,277.5,18.5,,,C60,15.751,2.003,17.679,1.928,3.744383425,0.724,0.541,0.183,0,,,,,,,CJ1.-1
CJ1,-1,-1,-1,-1,15-30,B,CJ1.-1,CJ1.-1.B,2.71,216.57,213.86,132.39,129.68,277.5,18.5,39.36219957,1.401945946,C14,14.434,1.997,16.369,1.935,3.104656985,1.01,0.652,0.358,0.914068757,3.929304,2.5365408,0.003929304,0.002536541,2.123947949,1.371103032,CJ1.-1
CJ1,-1,-1,-1,-1,30-50,C,CJ1.-1,CJ1.-1.C,2.71,199.67,196.96,132.87,130.16,370,18.5,33.91551584,1.407135135,,,,,,,1.813,0.28,1.533,0.393997838,9.4392032,1.457792,0.009439203,0.001457792,5.102271617,0.787995617,CJ1.-1
CJ1,-1,-1,-1,-1,50-100,D,CJ1.-1,CJ1.-1.D,2.81,153.32,150.51,85.5,82.69,925,18.5,45.0601289,0.893945946,,,,,,,3.425,2.794,0.631,2.497684973,28.321325,23.103586,0.028321325,0.023103586,15.30882318,12.48842393,CJ1.-1
CJ1,0,0,0,0,0-15,A,CJ1.0,CJ1.0.A,2.85,191.19,188.34,132.09,129.24,277.5,18.5,31.3794202,1.397189189,C9,15.645,2,17.553,1.908,4.6,0.728,0.616,0.112,0.86066854,2.8226016,2.3883552,0.002822602,0.002388355,1.52573048,1.291002714,CJ1.0
CJ1,0,0,0,0,15-30,B,CJ1.0,CJ1.0.B,2.86,209.84,206.98,150.87,148.01,277.5,18.5,28.49067543,1.600108108,C70,15.299,2.002,17.226,1.927,3.746253746,0.541,0.435,0.106,0.696047027,2.4022023,1.9315305,0.002402202,0.001931531,1.298487632,1.044070462,CJ1.0
CJ1,0,0,0,0,30-50,C,CJ1.0,CJ1.0.C,2.74,176.13,173.39,119.12,116.38,370,18.5,32.8796355,1.258162162,,,,,,,2.979,1.543,1.436,1.941344216,13.8678408,7.1829736,0.013867841,0.007182974,7.4961296,3.882688141,CJ1.0
CJ1,0,0,0,0,50-100,D,CJ1.0,CJ1.0.D,2.81,163.87,161.06,91.28,88.47,925,18.5,45.07016019,0.956432432,,,,,,,3.42,2.268,1.152,2.169188756,30.25674,20.064996,0.03025674,0.020064996,16.35499337,10.84594297,CJ1.0
CJ1,1,1,1,1,0-15,A,CJ1.1,CJ1.1.A,2.65,192.85,190.2,138.85,136.2,277.5,18.5,28.39116719,1.472432432,C61,14.813,2.001,16.755,1.942,2.948525737,2.32,0.401,1.919,0.590445405,9.47952,1.638486,0.00947952,0.001638486,5.124064481,0.885668042,CJ1.1
CJ1,1,1,1,1,15-30,B,CJ1.1,CJ1.1.B,2.75,213.48,210.73,153.12,150.37,277.5,18.5,28.64328762,1.625621622,C56,15.594,2.003,17.547,1.953,2.496255617,0.664,0.271,0.393,0.44054346,2.9953704,1.2225081,0.00299537,0.001222508,1.619119014,0.66081514,CJ1.1
CJ1,1,1,1,1,30-50,C,CJ1.1,CJ1.1.C,2.74,220.16,217.42,135.89,133.15,370,18.5,38.7590838,1.439459459,,,,,,,1.964,1.621,0.343,2.333363783,10.460264,8.633446,0.010460264,0.008633446,5.654196333,4.666727218,CJ1.1
CJ1,1,1,1,1,50-100,D,CJ1.1,CJ1.1.D,2.77,136.78,134.01,75.73,72.96,925,18.5,45.55630177,0.788756757,,,,,,,2.035,0.561,1.474,0.442492541,14.84736,4.093056,0.01484736,0.004093056,8.025599398,2.212462537,CJ1.1
CJ1,2,2,2,2,0-15,A,CJ1.2,CJ1.2.A,2.73,190.53,187.8,136.78,134.05,277.5,18.5,28.62087327,1.449189189,C51,15.526,2,17.477,1.951,2.45,30.374,0.402,29.972,0.582574054,122.149041,1.616643,0.122149041,0.001616643,66.0265037,0.873861016,CJ1.2
CJ1,2,2,2,2,15-30,B,CJ1.2,CJ1.2.B,2.81,230.91,228.1,167.9,165.09,277.5,18.5,27.62384919,1.784756757,C52,16.102,1.996,18.051,1.949,2.354709419,0.428,0.384,0.044,0.685346595,2.1197556,1.9018368,0.002119756,0.001901837,1.145813752,1.028019815,CJ1.2
CJ1,2,2,2,2,30-50,C,CJ1.2,CJ1.2.C,2.79,215.6,212.81,131.45,128.66,370,18.5,39.54231474,1.390918919,,,,,,,2.362,1.887,0.475,2.624664,12.1557968,9.7112568,0.012155797,0.009711257,6.57070048,5.249327606,CJ1.2
CJ1,2,2,2,2,50-100,D,CJ1.2,CJ1.2.D,2.76,157.89,155.13,88.42,85.66,925,18.5,44.78179591,0.926054054,,,,,,,2.443,2.214,0.229,2.050283676,20.926738,18.965124,0.020926738,0.018965124,11.31174942,10.25141761,CJ1.2
CJ1,4,4,4,4,0-15,A,CJ1.4,CJ1.4.A,2.78,183.73,180.95,131.32,128.54,277.5,18.5,28.96380216,1.389621622,C58,14.247,1.996,16.167,1.92,3.80761523,,,,0,,,,,,,CJ1.4
CJ1,4,4,4,4,15-30,B,CJ1.4,CJ1.4.B,2.78,214.63,211.85,150.1,147.32,277.5,18.5,30.4602313,1.592648649,C10,12.997,1.999,14.924,1.927,3.6018009,2.109,0.539,1.57,0.858437622,9.3209364,2.3821644,0.009320936,0.002382164,5.038343622,1.287656336,CJ1.4
CJ1,4,4,4,4,30-50,C,CJ1.4,CJ1.4.C,2.79,226.81,224.02,145.6,142.81,370,18.5,36.25122757,1.543891892,,,,,,,1.653,0.714,0.939,1.102338811,9.4425972,4.0786536,0.009442597,0.004078654,5.104106212,2.204677456,CJ1.4
CJ1,4,4,4,4,50-100,D,CJ1.4,CJ1.4.D,2.72,154.9,152.18,88.06,85.34,925,18.5,43.9216717,0.922594595,,,,,,,0.609,2.439,-1.83,2.250208217,5.197206,20.814426,0.005197206,0.020814426,2.80930033,11.25104024,CJ1.4
CJ1,8,8,8,8,0-15,A,CJ1.8,CJ1.8.A,2.82,169.1,166.28,101.98,99.16,277.5,18.5,40.3656483,1.072,C20,14.784,2.002,16.676,1.892,5.494505495,,,,0,,,,,,,CJ1.8
CJ1,8,8,8,8,15-30,B,CJ1.8,CJ1.8.B,2.83,226.57,223.74,170.09,167.26,277.5,18.5,25.24358631,1.808216216,C16,14.59,2.003,16.523,1.933,3.494757863,0.655,0.508,0.147,0.918573838,3.286659,2.5490424,0.003286659,0.002549042,1.776572299,1.377860653,CJ1.8
CJ1,8,8,8,8,30-50,C,CJ1.8,CJ1.8.C,2.71,258.21,255.5,162.95,160.24,370,18.5,37.28375734,1.732324324,,,,,,,1.807,1.748,0.059,3.028102918,11.5821472,11.2039808,0.011582147,0.011203981,6.260619639,6.056205384,CJ1.8
CJ1,8,8,8,8,50-100,D,CJ1.8,CJ1.8.D,2.77,155.25,152.48,87.04,84.27,925,18.5,44.73373557,0.911027027,,,,,,,2.901,1.993,0.908,1.815676865,24.446727,16.795011,0.024446727,0.016795011,13.21444604,9.078383643,CJ1.8
CJ1,E-,-26,-16,neg end,0-15,A,CJ1.-26,CJ1.-26.A,2.73,196.36,193.63,148.03,145.3,277.5,18.5,24.95997521,1.570810811,C14,14.434,2.004,16.411,1.977,1.347305389,0.628,0.279,0.349,0.438256216,2.737452,1.216161,0.002737452,0.001216161,1.479703673,0.657384275,CJ1.-26
CJ1,E-,-26,-16,neg end,15-30,B,CJ1.-26,CJ1.-26.B,2.78,180.35,177.57,138.99,136.21,277.5,18.5,23.29222279,1.472540541,11,15.466,2.004,17.438,1.972,1.596806387,0.646,0.607,0.039,0.893832108,2.6397498,2.4803841,0.00263975,0.002480384,1.426891677,1.340748062,CJ1.-26
CJ1,E-,-26,-16,neg end,30-50,C,CJ1.-26,CJ1.-26.C,2.73,214.19,211.46,149.13,146.4,370,18.5,30.76704814,1.582702703,,,,,,,2.964,0.721,2.243,1.141128649,17.357184,4.222176,0.017357184,0.004222176,9.382260918,2.282257126,CJ1.-26
CJ1,E-,-26,-16,neg end,50-100,D,CJ1.-26,CJ1.-26.D,2.76,155.75,152.99,83.33,80.57,925,18.5,47.33642722,0.871027027,,,,,,,3.292,0.382,2.91,0.332732324,26.523644,3.077774,0.026523644,0.003077774,14.33710379,1.663661497,CJ1.-26
CJ2,-8,-8,-8,-8,0-15,A,CJ2.-8,CJ2.-8.A,2.74,159.87,157.13,104.05,101.31,277.5,18.5,35.52472475,1.095243243,C139,14.874,2.004,16.804,1.93,3.69261477,0.835,0.856,-0.021,0.937528216,2.5378155,2.6016408,0.002537816,0.002601641,1.371792059,1.406292219,CJ2.-8
CJ2,-8,-8,-8,-8,15-30,B,CJ2.-8,CJ2.-8.B,2.72,187.11,184.39,137.74,135.02,277.5,18.5,26.77477087,1.459675676,C20,14.786,1.996,16.734,1.948,2.404809619,0.66,1.293,-0.633,1.887360649,2.673396,5.2374258,0.002673396,0.005237426,1.445078811,2.831040761,CJ2.-8
CJ2,-8,-8,-8,-8,30-50,C,CJ2.-8,CJ2.-8.C,2.72,159.43,156.71,92.64,89.92,370,18.5,42.62012635,0.972108108,,,,,,,0.983,0.759,0.224,0.737830054,3.5356544,2.7299712,0.003535654,0.002729971,1.911164397,1.475659997,CJ2.-8
CJ2,-8,-8,-8,-8,50-100,D,CJ2.-8,CJ2.-8.D,2.7,149.61,146.91,82.65,79.95,925,18.5,45.57892587,0.864324324,,,,,,,3.051,2.278,0.773,1.96893081,24.392745,18.21261,0.024392745,0.01821261,13.18526658,9.844653316,CJ2.-8
CJ2,-4,-4,-4,-4,0-15,A,CJ2.-4,CJ2.-4.A,2.71,175.16,172.45,124.24,121.53,277.5,18.5,29.52739925,1.313837838,11,15.466,1.999,17.409,1.943,2.8014007,0.578,0.436,0.142,0.572833297,2.1073302,1.5896124,0.00210733,0.001589612,1.13909732,0.859249882,CJ2.-4
CJ2,-4,-4,-4,-4,15-30,B,CJ2.-4,CJ2.-4.B,2.71,171.45,168.74,124.99,122.28,277.5,18.5,27.53348347,1.321945946,C60,15.751,2.005,17.67,1.919,4.289276808,2.185,0.639,1.546,0.844723459,8.015454,2.3441076,0.008015454,0.002344108,4.332677513,1.267085094,CJ2.-4
CJ2,-4,-4,-4,-4,30-50,C,CJ2.-4,CJ2.-4.C,2.72,177.52,174.8,101.14,98.42,370,18.5,43.69565217,1.064,,,,,,,2.331,1.892,0.439,2.013088,9.1766808,7.4484256,0.009176681,0.007448426,4.960367628,4.026175698,CJ2.-4
CJ2,-4,-4,-4,-4,50-100,D,CJ2.-4,CJ2.-4.D,2.76,178.38,175.62,98.33,95.57,925,18.5,45.58136886,1.033189189,,,,,,,2.836,0.583,2.253,0.602349297,27.103652,5.571731,0.027103652,0.005571731,14.6506216,3.011746261,CJ2.-4
CJ2,-2,-2,-2,-2,0-15,A,CJ2.-2,CJ2.-2.A,2.69,174.24,171.55,129.16,126.47,277.5,18.5,26.27805305,1.367243243,C8,14.928,1.995,16.863,1.935,3.007518797,2.908,1.813,1.095,2.478812,11.0332428,6.8787033,0.011033243,0.006878703,5.96391458,3.718217721,CJ2.-2
CJ2,-2,-2,-2,-2,15-30,B,CJ2.-2,CJ2.-2.B,2.68,195.98,193.3,146.44,143.76,277.5,18.5,25.62855665,1.554162162,C4,15.128,2.002,17.056,1.928,3.696303696,0.711,0.777,-0.066,1.207584,3.0664008,3.3510456,0.003066401,0.003351046,1.657513822,1.811375864,CJ2.-2
CJ2,-2,-2,-2,-2,30-50,C,CJ2.-2,CJ2.-2.C,2.74,154.67,151.93,85.37,82.63,370,18.5,45.6131113,0.893297297,,,,,,,3.53,3.342,0.188,2.985399567,11.667356,11.0459784,0.011667356,0.011045978,6.306678446,5.970798687,CJ2.-2
CJ2,-2,-2,-2,-2,50-100,D,CJ2.-2,CJ2.-2.D,2.76,151.71,148.95,82.54,79.78,925,18.5,46.43840215,0.862486486,,,,,,,2.84,2.151,0.689,1.855208431,22.65752,17.160678,0.02265752,0.017160678,12.24730719,9.276041466,CJ2.-2
CJ2,-1,-1,-1,-1,0-15,A,CJ2.-1,CJ2.-1.A,2.73,165.41,162.68,118.17,115.44,277.5,18.5,29.03860339,1.248,C70A,15.473,1.997,17.434,1.961,1.802704056,0.249,0.241,0.008,0.300768,0.8623368,0.8346312,0.000862337,0.000834631,0.466127965,0.451151966,CJ2.-1
CJ2,-1,-1,-1,-1,15-30,B,CJ2.-1,CJ2.-1.B,2.79,193.24,190.45,120.12,117.33,277.5,18.5,38.39327908,1.268432432,C58,14.248,2.001,16.189,1.941,2.99850075,0.837,0.554,0.283,0.702711567,2.9461563,1.9500246,0.002946156,0.001950025,1.592516799,1.054067272,CJ2.-1
CJ2,-1,-1,-1,-1,30-50,C,CJ2.-1,CJ2.-1.C,2.76,186,183.24,111.11,108.35,370,18.5,40.8698974,1.171351351,,,,,,,3.346,3.267,0.079,3.826804864,14.501564,14.159178,0.014501564,0.014159178,7.838682655,7.653609156,CJ2.-1
CJ2,-1,-1,-1,-1,50-100,D,CJ2.-1,CJ2.-1.D,2.69,159.96,157.27,87.95,85.26,925,18.5,45.78749921,0.92172973,,,,,,,2.734,1.955,0.779,1.801981622,23.310084,16.66833,0.023310084,0.01666833,12.60004446,9.009907432,CJ2.-1
CJ2,0,0,0,0,0-15,A,CJ2.0,CJ2.0.A,2.74,145.77,143.03,103.3,100.56,277.5,18.5,29.69307138,1.087135135,C27,14.323,2.005,16.271,1.948,2.842892768,0.715,0.659,0.056,0.716422054,2.157012,1.9880712,0.002157012,0.001988071,1.165952345,1.074633,CJ2.0
CJ2,0,0,0,0,15-30,B,CJ2.0,CJ2.0.B,2.68,188.57,185.89,138.28,135.6,277.5,18.5,27.05363387,1.465945946,C16,14.001,2,15.94,1.939,3.05,1.31,0.62,0.69,0.908886487,5.32908,2.52216,0.00532908,0.00252216,2.880583568,1.363329627,CJ2.0
CJ2,0,0,0,0,30-50,C,CJ2.0,CJ2.0.C,2.69,196.88,194.19,112.8,110.11,370,18.5,43.29780112,1.190378378,,,,,,,2.137,2.077,0.06,2.472415891,9.4122028,9.1479388,0.009412203,0.009147939,5.087676808,4.944831413,CJ2.0
CJ2,0,0,0,0,50-100,D,CJ2.0,CJ2.0.D,2.68,153.55,150.87,83.35,80.67,925,18.5,46.53012527,0.872108108,,,,,,,3.069,2.646,0.423,2.307598054,24.757623,21.345282,0.024757623,0.021345282,13.38249792,11.5379894,CJ2.0
CJ2,1,1,1,1,0-15,A,CJ2.1,CJ2.1.A,2.68,164.06,161.38,114.01,111.33,277.5,18.5,31.01375635,1.203567568,C57,15.766,2.002,17.688,1.922,3.996003996,0.96,0.627,0.333,0.754636865,3.206304,2.0941173,0.003206304,0.002094117,1.733137167,1.131955212,CJ2.1
CJ2,1,1,1,1,15-30,B,CJ2.1,CJ2.1.B,2.71,189.5,186.79,136,133.29,277.5,18.5,28.64179025,1.440972973,C70,15.298,1.999,17.223,1.925,3.701850925,0.816,0.011,0.805,0.015850703,3.2629392,0.0439857,0.003262939,4.40E-05,1.763750787,0.023776052,CJ2.1
CJ2,1,1,1,1,30-50,C,CJ2.1,CJ2.1.C,2.77,173.58,170.81,101.67,98.9,370,18.5,42.0994087,1.069189189,,,,,,,1.153,2.686,-1.533,2.871842162,4.561268,10.625816,0.004561268,0.010625816,2.465550085,5.743683894,CJ2.1
CJ2,1,1,1,1,50-100,D,CJ2.1,CJ2.1.D,2.77,163,160.23,92.68,89.91,925,18.5,43.88691256,0.972,,,,,,,3.025,2.422,0.603,2.354184,27.197775,21.776202,0.027197775,0.021776202,14.7014989,11.77091912,CJ2.1
CJ2,2,2,2,2,0-15,A,CJ2.2,CJ2.2.A,2.72,172.36,169.64,122.65,119.93,277.5,18.5,29.30323037,1.296540541,C54,15.668,2.001,17.5,1.832,8.445777111,0.642,0.489,0.153,0.634008325,2.3098518,1.7593731,0.002309852,0.001759373,1.248568447,0.951012415,CJ2.2
CJ2,2,2,2,2,15-30,B,CJ2.2,CJ2.2.B,2.73,188.14,185.41,141.28,138.55,277.5,18.5,25.27371771,1.497837838,C12,14.879,1.998,16.836,1.957,2.052052052,0.526,0.403,0.123,0.603628649,2.186319,1.6750695,0.002186319,0.00167507,1.181793965,0.905442905,CJ2.2
CJ2,2,2,2,2,30-50,C,CJ2.2,CJ2.2.C,2.75,166.72,163.97,106.14,103.39,370,18.5,36.94578277,1.11772973,,,,,,,2.027,1.327,0.7,1.483227352,8.3828612,5.4879412,0.008382861,0.005487941,4.531275984,2.96645448,CJ2.2
CJ2,2,2,2,2,50-100,D,CJ2.2,CJ2.2.D,2.73,127.16,124.43,72.57,69.84,925,18.5,43.87205658,0.755027027,,,,,,,3.219,1.592,1.627,1.202003027,22.481496,11.118528,0.022481496,0.011118528,12.15215909,6.010014684,CJ2.2
CJ2,4,4,4,4,0-15,A,CJ2.4,CJ2.4.A,2.8,212.43,209.63,156.89,154.09,277.5,18.5,26.49429948,1.665837838,C5,13.932,1.996,15.881,1.949,2.354709419,0.382,0.376,0.006,0.626355027,1.7658714,1.7381352,0.001765871,0.001738135,0.954525009,0.93953247,CJ2.4
CJ2,4,4,4,4,15-30,B,CJ2.4,CJ2.4.B,2.77,223.48,220.71,156.42,153.65,277.5,18.5,30.3837615,1.661081081,C25,14.181,1.998,16.102,1.921,3.853853854,1.07,0.777,0.293,1.29066,4.932165,3.5815815,0.004932165,0.003581582,2.666034935,1.935989855,CJ2.4
CJ2,4,4,4,4,30-50,C,CJ2.4,CJ2.4.C,2.74,205.82,203.08,145.88,143.14,370,18.5,29.51546189,1.547459459,,,,,,,2.112,0.011,2.101,0.017022054,12.0924672,0.0629816,0.012092467,6.30E-05,6.536468267,0.034044106,CJ2.4
CJ2,4,4,4,4,50-100,D,CJ2.4,CJ2.4.D,2.79,143.26,140.47,80.29,77.5,925,18.5,44.82807717,0.837837838,,,,,,,2.817,2.129,0.688,1.783756757,21.83175,16.49975,0.02183175,0.01649975,11.80094506,8.918783115,CJ2.4
CJ2,8,8,8,8,0-15,A,CJ2.8,CJ2.8.A,2.74,220.24,217.5,159.57,156.83,277.5,18.5,27.89425287,1.695459459,C19,14.487,1.995,16.429,1.942,2.656641604,1.07,0.563,0.507,0.954543675,5.034243,2.6488587,0.005034243,0.002648859,2.721212228,1.431815406,CJ2.8
CJ2,8,8,8,8,15-30,B,CJ2.8,CJ2.8.B,2.75,236.14,233.39,163.37,160.62,277.5,18.5,31.17957068,1.736432432,C10,12.997,1.997,14.901,1.904,4.656985478,0.878,0.694,0.184,1.205084108,4.2307308,3.3441084,0.004230731,0.003344108,2.286881342,1.807626027,CJ2.8
CJ2,8,8,8,8,30-50,C,CJ2.8,CJ2.8.C,2.74,226.09,223.35,133.21,130.47,370,18.5,41.58495635,1.410486486,,,,,,,2.25,1.97,0.28,2.778658377,11.7423,10.281036,0.0117423,0.010281036,6.347188713,5.55731634,CJ2.8
CJ2,8,8,8,8,50-100,D,CJ2.8,CJ2.8.D,2.7,142.82,140.12,80.41,77.71,925,18.5,44.54039395,0.840108108,,,,,,,2.449,2.003,0.446,1.68273654,19.031179,15.565313,0.019031179,0.015565313,10.28712301,8.413682072,CJ2.8
